#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
244055	4436	1111	110573	107536	-	-	MSH2	CHEK1	COCA1|FCC1|HNPCC|HNPCC1|LCFS2	CHK1	Affinity Capture-Western	physical	Adamson AW (2005)	PUBMED:15647386	9606	9606	Low Throughput	-	-	Chk1 and Chk2 interact with the MMR protein MSH2 and this interaction is enhanced following MNNG exposure, supporting the notion that the MMR system functions as a molecular scaffold at the sites of DNA damage	-	BIOGRID	P43246	E9PHA6	NP_000242|NP_001245210	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244057	1111	993	107536	107428	-	-	CHEK1	CDC25A	CHK1	CDC25A2	Reconstituted Complex	physical	Goloudina A (2003)	PUBMED:12963847	9606	9606	Low Throughput	-	-	Chk1 kinase regulates Cdc25A stability after UV irradiation; phosphorylates S75 and S123 in vitro.	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244058	1111	1457	107536	107841	-	-	CHEK1	CSNK2A1	CHK1	CK2A1|CKII|CSNK2A3	Reconstituted Complex	physical	Kristensen LP (2004)	PUBMED:15225637	9606	9606	Low Throughput	-	-	Chk1 specifically phosphorylates in vitro the regulatory beta-subunit of CK2. Chymotryptic peptides and mutational analyses have revealed that CK2beta is phosphorylated at Thr213	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P68400	-	NP_808228|NP_001886|NP_001349700|NP_001349699|NP_808227	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244067	1457	1111	107841	107536	-	-	CSNK2A1	CHEK1	CK2A1|CKII|CSNK2A3	CHK1	Affinity Capture-Western	physical	Guerra B (2003)	PUBMED:12902976	9606	9606	Low Throughput	-	-	CK2beta is found to interact with the human cell cycle checkpoint kinase Chk1. The Chk1-interacting region of CK2beta is localized at the C-terminus and the complex between CK2beta and Chk1 is devoid of the catalytic CK2alpha-subunit	-	BIOGRID	P68400	-	NP_808228|NP_001886|NP_001349700|NP_001349699|NP_808227	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244794	1111	2810	107536	109072	-	-	CHEK1	SFN	CHK1	YWHAS	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	Radiation-induced phosphorylation of Chk1 at S345 was associated with binding of Chk1 to p53, p21, and 14-3-3 sigma, and that UCN-01 inhibited S345 phosphorylation	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P31947	-	NP_006133	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244795	1111	1026	107536	107460	-	-	CHEK1	CDKN1A	CHK1	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	Radiation-induced phosphorylation of Chk1 at S345 was associated with binding of Chk1 to p53, p21, and 14-3-3 sigma, and that UCN-01 inhibited S345 phosphorylation	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P38936	A0A024RCX5	NP_001361441|NP_000380|NP_001361440|NP_001361442|NP_001361439|NP_001361438|NP_001278478|NP_510867|NP_001207706|NP_001207707	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244796	1111	7157	107536	113010	-	-	CHEK1	TP53	CHK1	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	Radiation-induced phosphorylation of Chk1 at S345 was associated with binding of Chk1 to p53, p21, and 14-3-3 sigma, and that UCN-01 inhibited S345 phosphorylation	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244992	1111	641	107536	107110	-	-	CHEK1	BLM	CHK1	BS|RECQ2|RECQL2|RECQL3	Affinity Capture-Western	physical	Sengupta S (2004)	PUBMED:15364958	9606	9606	Low Throughput	-	-	The active Chk1 kinase was essential for both the accurate focal colocalization of 53BP1 with BLM and the consequent stabilization of BLM	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P54132	B7ZKN7|H0YNU5	NP_001274177|NP_000048|NP_001274176|NP_001274175	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244993	1111	641	107536	107110	-	-	CHEK1	BLM	CHK1	BS|RECQ2|RECQL2|RECQL3	Co-localization	physical	Sengupta S (2004)	PUBMED:15364958	9606	9606	Low Throughput	-	-	The active Chk1 kinase was essential for both the accurate focal colocalization of 53BP1 with BLM and the consequent stabilization of BLM	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P54132	B7ZKN7|H0YNU5	NP_001274177|NP_000048|NP_001274176|NP_001274175	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244994	7157	1111	113010	107536	-	-	TP53	CHEK1	BCC7|LFS1|P53|TRP53	CHK1	Co-localization	physical	Sengupta S (2004)	PUBMED:15364958	9606	9606	Low Throughput	-	-	The active Chk1 kinase was essential for both the accurate focal colocalization of 53BP1 with BLM and the consequent stabilization of BLM	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244995	7158	1111	113011	107536	-	-	TP53BP1	CHEK1	53BP1|p202	CHK1	Co-localization	physical	Sengupta S (2004)	PUBMED:15364958	9606	9606	Low Throughput	-	-	The active Chk1 kinase was essential for both the accurate focal colocalization of 53BP1 with BLM and the consequent stabilization of BLM	-	BIOGRID	Q12888	-	NP_005648|NP_001135452|NP_001135451	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245018	1111	331	107536	106828	-	RP1-315G1.5	CHEK1	XIAP	CHK1	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	Reconstituted Complex	physical	Galvan V (2004)	PUBMED:14759516	9606	9606	Low Throughput	-	-	The interaction between Chk1 and the BIR3 domain of XIAP in vitro required an N-terminal sequence in Chk1 that is identical to the BIR-binding motif at the N-terminus of HID;Chk1 and  XIAP can be found in a complex in association with condensed chromosome	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P98170	B2R9R2	NP_001365519|NP_001158|NP_001365521|NP_001365520|NP_001191330	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245121	472	1111	106962	107536	-	-	ATM	CHEK1	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	CHK1	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	Q13315	A0A024R3C7	NP_001338763|NP_000042	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245122	545	1111	107027	107536	-	-	ATR	CHEK1	FCTCS|FRP1|MEC1|SCKL|SCKL1	CHK1	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	Q13535	-	NP_001175	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245123	5591	1111	111577	107536	-	-	PRKDC	CHEK1	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	CHK1	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	P78527	-	NP_001075109|NP_008835	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245446	7157	1111	113010	107536	-	-	TP53	CHEK1	BCC7|LFS1|P53|TRP53	CHK1	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245533	1111	5591	107536	111577	-	-	CHEK1	PRKDC	CHK1	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	Reconstituted Complex	physical	Goudelock DM (2003)	PUBMED:12756247	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P78527	-	NP_001075109|NP_008835	-	-	-	-	-	-	Homo sapiens	Homo sapiens
253073	8914	1111	114428	107536	-	-	TIMELESS	CHEK1	TIM|TIM1|hTIM	CHK1	Affinity Capture-Western	physical	Unsal-Kacmaz K (2005)	PUBMED:15798197	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNS1	-	NP_003911|NP_001317224	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258708	1111	63967	107536	122015	-	-	CHEK1	CLSPN	CHK1	-	Reconstituted Complex	physical	Chini CC (2003)	PUBMED:12766152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q9HAW4	-	NP_071394|NP_001177410|NP_001317419	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258709	1111	63967	107536	122015	-	-	CHEK1	CLSPN	CHK1	-	Affinity Capture-Western	physical	Chini CC (2003)	PUBMED:12766152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q9HAW4	-	NP_071394|NP_001177410|NP_001317419	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258733	1111	7157	107536	113010	-	-	CHEK1	TP53	CHK1	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Goudelock DM (2003)	PUBMED:12756247	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258735	1111	2547	107536	108822	-	CTA-216E10.7	CHEK1	XRCC6	CHK1	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	Affinity Capture-Western	physical	Goudelock DM (2003)	PUBMED:12756247	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258736	2547	1111	108822	107536	CTA-216E10.7	-	XRCC6	CHEK1	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	CHK1	Affinity Capture-Western	physical	Goudelock DM (2003)	PUBMED:12756247	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
258737	1111	7520	107536	113353	-	-	CHEK1	XRCC5	CHK1	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV	Affinity Capture-Western	physical	Goudelock DM (2003)	PUBMED:12756247	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P13010	-	NP_066964	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288438	1111	993	107536	107428	-	-	CHEK1	CDC25A	CHK1	CDC25A2	Biochemical Activity	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288439	1111	994	107536	107429	-	RP5-1009E24.3	CHEK1	CDC25B	CHK1	-	Biochemical Activity	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30305	B4DQZ3|Q6MZW8|B3KS38|G8JLH2|B4DRC3|B4DIG0|E1YMX4	NP_001274449|NP_001274448|NP_001274451|NP_068659|NP_001274453|NP_001274447|NP_001274446|NP_001274445|NP_068658|NP_004349	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288440	1111	995	107536	107430	-	-	CHEK1	CDC25C	CHK1	CDC25|PPP1R60	Biochemical Activity	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288441	993	1111	107428	107536	-	-	CDC25A	CHEK1	CDC25A2	CHK1	Reconstituted Complex	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288442	994	1111	107429	107536	RP5-1009E24.3	-	CDC25B	CHEK1	-	CHK1	Reconstituted Complex	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30305	B4DQZ3|Q6MZW8|B3KS38|G8JLH2|B4DRC3|B4DIG0|E1YMX4	NP_001274449|NP_001274448|NP_001274451|NP_068659|NP_001274453|NP_001274447|NP_001274446|NP_001274445|NP_068658|NP_004349	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288443	995	1111	107430	107536	-	-	CDC25C	CHEK1	CDC25|PPP1R60	CHK1	Reconstituted Complex	physical	Sanchez Y (1997)	PUBMED:9278511	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
316311	1111	993	107536	107428	-	-	CHEK1	CDC25A	CHK1	CDC25A2	Biochemical Activity	physical	Zhao H (2002)	PUBMED:12399544	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
328375	1111	993	107536	107428	-	-	CHEK1	CDC25A	CHK1	CDC25A2	Biochemical Activity	physical	Jin J (2008)	PUBMED:18480045	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
335880	1111	851561	107536	32051	-	YDL003W	CHEK1	MCD1	CHK1	PDS3|RHC21|SCC1|L000002676	Biochemical Activity	physical	Heidinger-Pauli JM (2008)	PUBMED:18614046	9606	559292	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q12158	-	NP_010281	-	-	-	-	-	-	Homo sapiens	Saccharomyces cerevisiae (S288c)
437500	2956	1111	109211	107536	-	-	MSH6	CHEK1	GTBP|GTMBP|HNPCC5|HSAP|p160	CHK1	Affinity Capture-Western	physical	Liu Y (2010)	PUBMED:20029092	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P52701	Q3SWU9	NP_000170|NP_001268421|NP_001268422|NP_001268423	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
437508	1111	2956	107536	109211	-	-	CHEK1	MSH6	CHK1	GTBP|GTMBP|HNPCC5|HSAP|p160	Affinity Capture-Western	physical	Liu Y (2010)	PUBMED:20029092	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P52701	Q3SWU9	NP_000170|NP_001268421|NP_001268422|NP_001268423	-	-	-	-	-	-	Homo sapiens	Homo sapiens
442385	1111	4194	107536	110359	-	RP11-430C7.1	CHEK1	MDM4	CHK1	HDMX|MDMX|MRP1	Biochemical Activity	physical	Jin Y (2006)	PUBMED:16511572	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
446352	91754	1111	124876	107536	-	-	NEK9	CHEK1	NERCC|NERCC1|Nek8	CHK1	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q8TD19	Q6PKF2	NP_001316167|NP_001316166|NP_149107	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
452513	1111	5422	107536	111418	-	-	CHEK1	POLA1	CHK1	NSX|POLA|p180	Affinity Capture-Western	physical	Taricani L (2009)	PUBMED:19177015	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P09884	A6NMQ1	NP_001317289|NP_058633|NP_001365232	-	-	-	-	-	-	Homo sapiens	Homo sapiens
463635	1111	4194	107536	110359	-	RP11-430C7.1	CHEK1	MDM4	CHK1	HDMX|MDMX|MRP1	Biochemical Activity	physical	Chen L (2005)	PUBMED:16163388	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470465	1111	995	107536	107430	-	-	CHEK1	CDC25C	CHK1	CDC25|PPP1R60	Biochemical Activity	physical	Olson E (2006)	PUBMED:17035231	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470733	1111	63967	107536	122015	-	-	CHEK1	CLSPN	CHK1	-	Reconstituted Complex	physical	Chini CC (2006)	PUBMED:16963448	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q9HAW4	-	NP_071394|NP_001177410|NP_001317419	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470734	1111	63967	107536	122015	-	-	CHEK1	CLSPN	CHK1	-	Biochemical Activity	physical	Chini CC (2006)	PUBMED:16963448	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q9HAW4	-	NP_071394|NP_001177410|NP_001317419	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470735	63967	1111	122015	107536	-	-	CLSPN	CHEK1	-	CHK1	Reconstituted Complex	physical	Chini CC (2006)	PUBMED:16963448	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9HAW4	-	NP_071394|NP_001177410|NP_001317419	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
472159	1111	79648	107536	122776	-	-	CHEK1	MCPH1	CHK1	BRIT1|MCT	Reconstituted Complex	physical	Alderton GK (2006)	PUBMED:16783362	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	Q8NEM0	-	NP_001166045|NP_001166046|NP_078872	-	-	-	-	-	-	Homo sapiens	Homo sapiens
478041	1111	995	107536	107430	-	-	CHEK1	CDC25C	CHK1	CDC25|PPP1R60	Biochemical Activity	physical	Eymin B (2006)	PUBMED:16705183	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	-	-	-	-	-	-	Homo sapiens	Homo sapiens
482568	1111	7514	107536	113348	-	-	CHEK1	XPO1	CHK1	CRM1|emb|exp1	Reconstituted Complex	physical	Jiang K (2003)	PUBMED:12676962	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	O14980	B3KWD0	NP_003391	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504392	1111	995	107536	107430	-	-	CHEK1	CDC25C	CHK1	CDC25|PPP1R60	Biochemical Activity	physical	Maude SL (2005)	PUBMED:15705874	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504437	1111	993	107536	107428	-	-	CHEK1	CDC25A	CHK1	CDC25A2	Biochemical Activity	physical	Hassepass I (2003)	PUBMED:12759351	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
505078	5111	1111	111142	107536	-	-	PCNA	CHEK1	ATLD2	CHK1	Affinity Capture-Western	physical	Scorah J (2008)	PUBMED:18448427	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P12004	-	NP_872590|NP_002583	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
519104	1111	1786	107536	108123	-	-	CHEK1	DNMT1	CHK1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	Affinity Capture-Western	physical	Palii SS (2008)	PUBMED:17991895	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P26358	I6L9H2	NP_001305660|NP_001370|NP_001305659|NP_001124295	-	-	-	-	-	-	Homo sapiens	Homo sapiens
519105	1786	1111	108123	107536	-	-	DNMT1	CHEK1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	CHK1	Affinity Capture-Western	physical	Palii SS (2008)	PUBMED:17991895	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P26358	I6L9H2	NP_001305660|NP_001370|NP_001305659|NP_001124295	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
