#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2908792	10645	11315	115889	116446	-	CTA-215D11.1	CAMKK2	PARK7	CAMKK|CAMKKB	DJ-1|DJ1|HEL-S-67p	Affinity Capture-Western	physical	Xu X (2020)	PUBMED:31232473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	Q99497	V9HWC2	NP_009193|NP_001116849	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2908793	11315	10645	116446	115889	CTA-215D11.1	-	PARK7	CAMKK2	DJ-1|DJ1|HEL-S-67p	CAMKK|CAMKKB	Affinity Capture-Western	physical	Xu X (2020)	PUBMED:31232473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99497	V9HWC2	NP_009193|NP_001116849	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2908794	10645	11315	115889	116446	-	CTA-215D11.1	CAMKK2	PARK7	CAMKK|CAMKKB	DJ-1|DJ1|HEL-S-67p	Reconstituted Complex	physical	Xu X (2020)	PUBMED:31232473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	Q99497	V9HWC2	NP_009193|NP_001116849	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2908795	11315	10645	116446	115889	CTA-215D11.1	-	PARK7	CAMKK2	DJ-1|DJ1|HEL-S-67p	CAMKK|CAMKKB	Co-localization	physical	Xu X (2020)	PUBMED:31232473	9606	9606	Low Throughput	-	-	PLA	-	BIOGRID	Q99497	V9HWC2	NP_009193|NP_001116849	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2939983	7266	10645	113117	115889	-	-	DNAJC7	CAMKK2	DJ11|DJC7|TPR2|TTC2	CAMKK|CAMKKB	Proximity Label-MS	physical	Piette BL (2021)	PUBMED:33957083	9606	9606	High Throughput	55.0	-	BioID|High confidence proximal protein interactions had an average probability of the identified interaction (AvgP) >= 0.98. The associated score represents the fold change of spectral counts (or intensities) for each individual interaction.	-	BIOGRID	Q99615	-	NP_001138238|NP_003306	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3039272	10645	10009	115889	115327	-	-	CAMKK2	ZBTB33	CAMKK|CAMKKB	ZNF-kaiso|ZNF348	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.780327962	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.780327962, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	Q86T24	-	NP_006768|NP_001171671	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3041774	2644	10645	108914	115889	-	-	GCHFR	CAMKK2	GFRP|HsT16933|P35	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.996855353	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.996855353, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P30047	-	NP_005249	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3054465	10645	3658	115889	109866	-	-	CAMKK2	IREB2	CAMKK|CAMKKB	ACO3|IRP2|IRP2AD	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999834276	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999834276, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	P48200	D3DW85	NP_001341923|NP_001307872|NP_001307871|NP_001307870|NP_004127	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3061651	10645	57215	115889	121453	-	HRIHFB2206	CAMKK2	THAP11	CAMKK|CAMKKB	CTG-B43a|CTG-B45d|RONIN	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.919695568	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.919695568, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	Q96EK4	-	NP_065190	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3066890	240	10645	106741	115889	RP11-67C2.3	-	ALOX5	CAMKK2	5-LO|5-LOX|5LPG|LOG5	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.812157866	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.812157866, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P09917	-	NP_001307791|NP_001307790|NP_001243082|NP_001243083|NP_000689	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3070524	4635	10645	110719	115889	PRO1957	-	MYL4	CAMKK2	ALC1|AMLC|GT1	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999849903	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999849903, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12829	-	NP_001002841|NP_002467	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3076109	5616	10645	111601	115889	-	-	PRKY	CAMKK2	PRKXP3|PRKYP	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.850135328	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.850135328, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3078252	10645	23363	115889	116944	-	-	CAMKK2	OBSL1	CAMKK|CAMKKB	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999548685	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999548685, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	O75147	Q9H8B3	NP_001166902|NP_056126|NP_001166879	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3080250	10645	5563	115889	111550	-	-	CAMKK2	PRKAA2	CAMKK|CAMKKB	AMPK|AMPK2|AMPKa2|PRKAA	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.997741458	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.997741458, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	P54646	-	NP_006243	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3091273	1432	10645	107819	115889	RP1-179N16.5	-	MAPK14	CAMKK2	CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.98604834	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.98604834, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q16539	B4E0K5|A0A024RD15|L7RSM2	NP_620581|NP_001306|NP_620582|NP_620583	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3099174	642938	10645	568370	115889	-	-	FAM196A	CAMKK2	C10orf141	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.855167211	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.855167211, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q6ZSG2	-	NP_001034851	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3103336	27145	10645	118029	115889	-	-	FILIP1	CAMKK2	FILIP	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999498123	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999498123, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q7Z7B0	-	NP_001287795|NP_056502|NP_001276916	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3111542	10645	5564	115889	111551	-	-	CAMKK2	PRKAB1	CAMKK|CAMKKB	AMPK|HAMPKb	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.980248862	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.980248862, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	Q9Y478	A0A024RBN1	NP_006244	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3118360	135398	10645	126429	115889	-	-	C6orf141	CAMKK2	-	CAMKK|CAMKKB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.768097118	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.768097118, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5SZD1	A0A024RD72	NP_001139124	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
